tSec,x,y,z,vx,vy,vz,
86940,-5117146.25402554,-5036248.55829823,-2830324.97958192,3886.14007459626,-563.752921158366,-6020.04264186184,
86950,-5078063.46361488,-5041667.56227326,-2890401.49885627,3930.36129694958,-520.040242267432,-5995.17427647876,
86960,-5038540.16867635,-5046649.21686942,-2950226.73007279,3974.24034338979,-476.283681232439,-5969.78540100071,
86970,-4998579.81002093,-5051193.1023458,-3009795.47932738,4017.77340871232,-432.487054658985,-5943.87826236227,
86980,-4958185.86635613,-5055298.83714187,-3069102.57541188,4060.95671887305,-388.654181951629,-5917.45515277817,
86990,-4917361.85397274,-5058966.07790366,-3128142.87026569,4103.78653131249,-344.788884962809,-5890.51840951135,
87000,-4876111.32642837,-5062194.51950649,-3186911.23942512,4146.25913527568,-300.894987642613,-5863.07041463732,
87010,-4834437.87422786,-5064983.89507424,-3245402.58247031,4188.3708521282,-256.976315689506,-5835.11359480517,
87020,-4792345.12450048,-5067333.97599505,-3303611.82346973,4230.11803566866,-213.036696202033,-5806.65042099551,
87030,-4749836.74067406,-5069244.57193359,-3361533.91142232,4271.49707243808,-169.079957331384,-5777.68340827558,
87040,-4706916.42214603,-5070715.53083988,-3419163.82069705,4312.50438202658,-125.109927934649,-5748.21511555149,
87050,-4663587.90395139,-5071746.73895458,-3476496.55147016,4353.13641737806,-81.1304372285026,-5718.24814531753,
87060,-4619854.95642769,-5072338.12081089,-3533527.13015968,4393.38966509293,-37.1453144430275,-5687.78514340209,
87070,-4575721.38487693,-5072489.63923291,-3590250.60985752,4433.26064572951,6.84161152463052,-5656.82879870992,
87080,-4531191.02922448,-5072201.29533062,-3646662.07075895,4472.74591410388,50.8265124570477,-5625.38184295993,
87090,-4486267.76367502,-5071473.12849133,-3702756.62058938,4511.84205958834,94.8055611639681,-5593.44705041803,
87100,-4440955.4963655,-5070305.21636767,-3758529.39502847,4550.54570640801,138.774931830522,-5561.02723762411,
87110,-4395258.16901511,-5068697.67486205,-3813975.5581315,4588.85351393502,182.730800366196,-5528.1252631126,
87120,-4349179.75657237,-5066650.65810777,-3869090.30274787,4626.76217697969,226.669344754374,-5494.74402712593,
87130,-4302724.26685933,-5064164.35844641,-3923868.85093672,4664.26842607741,270.586745402078,-5460.88647132058,
87140,-4255895.74021287,-5061239.00640194,-3978306.45437958,4701.36902777058,314.479185489374,-5426.55557846554,
87150,-4208698.24912325,-5057874.8706512,-4032398.39478994,4738.06078488411,358.342851317746,-5391.7543721334,
87160,-4161135.89786995,-5054072.25799097,-4086139.98431973,4774.34053679374,402.173932656664,-5356.48591638466,
87170,-4113212.82215488,-5049831.51330155,-4139526.56596257,4810.20515968622,445.968623087501,-5320.75331544622,
87180,-4064933.18873293,-5045153.01950696,-4192553.51395385,4845.65156681095,489.723120344072,-5284.55971338521,
87190,-4016301.19504021,-5040037.1975317,-4245216.23416744,4880.6767087227,533.433626649162,-5247.90829377978,
87200,-3967321.06881973,-5034484.50625424,-4297510.16450917,4915.27757351598,577.096349046668,-5210.80227938817,
87210,-3917997.06774496,-5028495.44245709,-4349430.77530699,4949.45118705148,620.707499729241,-5173.24493181771,
87220,-3868333.47904098,-5022070.54077379,-4400973.56969777,4983.1946131757,664.263296361619,-5135.23955119485,
87230,-3818334.6191036,-5015210.37363251,-4452134.08401089,5016.50495393488,707.75996240012,-5096.78947583715,
87240,-3768004.83311627,-5007915.5511966,-4502907.8881485,5049.37934978464,751.193727408991,-5057.89808192766,
87250,-3717348.49466501,-5000186.72130189,-4553290.58596255,5081.81497979651,794.560827374448,-5018.56878319162,
87260,-3666370.00535116,-4992024.56939096,-4603277.81562863,5113.8090618623,837.85750501732,-4978.80503057513,
87270,-3615073.79440222,-4983429.81844421,-4652865.25001654,5145.35885289723,881.080010105115,-4938.61031192492,
87280,-3563464.31828056,-4974403.22890781,-4702048.59705774,5176.46164904203,924.224599764226,-4897.98815166829,
87290,-3511546.06029019,-4964945.59861858,-4750823.60010951,5207.11478586418,967.287538792755,-4856.94211049205,
87300,-3459323.53018147,-4955057.7627257,-4799186.03831597,5237.31563855782,1010.26509997418,-4815.47578501953,
87310,-3406801.26375384,-4944740.59360926,-4847131.72696577,5267.06162214203,1053.15356439187,-4773.59280748469,
87320,-3353983.82245666,-4933995.00079573,-4894656.51784662,5296.35019165655,1095.94922174407,-4731.2968454029,
87330,-3300875.79298792,-4922821.93087019,-4941756.29959637,5325.17884235451,1138.64837065908,-4688.591601238,
87340,-3247481.78689128,-4911222.36738549,-4988426.99805088,5353.54510989135,1181.24731900985,-4645.48081206572,
