tSec,x,y,z,vx,vy,vz,
2770,-6999762.22870849,125570.423907399,1405386.49460382,-1484.63633177265,-634.607975558495,-7260.30552776319,
2780,-7014224.76537477,119217.585599746,1332707.56385501,-1407.8450690935,-635.948073250744,-7275.34744072593,
2790,-7027918.6252287,112851.694922197,1259882.21197153,-1330.90234840904,-637.218427240612,-7289.58950178273,
2800,-7040842.3350875,106473.449968611,1186918.44492179,-1253.81645155677,-638.418907369083,-7303.03023487393,
2810,-7052994.50465705,100083.550098178,1113824.28302025,-1176.59567431165,-639.549390730814,-7315.66824687144,
2820,-7064373.82666754,93682.6958628376,1040607.76009755,-1099.24832562714,-640.609761681581,-7327.50222768282,
2830,-7074979.07700144,87271.5889346694,967276.922669618,-1021.78272688651,-641.599911836938,-7338.53095036208,
2840,-7084809.11481409,80850.9320333396,893839.829105599,-944.207211159881,-642.519740061016,-7348.75327123428,
2850,-7093862.88264691,74421.4288537134,820304.548794442,-866.530122456996,-643.369152445817,-7358.16813003915,
2860,-7102139.40653288,67983.7839937107,746679.161309955,-788.759814962418,-644.148062283339,-7366.77455009367,
2870,-7109637.79609444,61538.7028824593,672971.755574166,-710.904652240337,-644.856390035082,-7374.57163846623,
2880,-7116357.2446331,55086.8917087401,599190.429018935,-632.973006401028,-645.494063304925,-7381.55858615003,
2890,-7122297.02921058,48629.0573496631,525343.286745899,-554.973257227844,-646.061016821342,-7387.73466822068,
2900,-7127456.51072105,42165.9072994546,451438.440684979,-476.913791270328,-646.557192432974,-7393.09924396405,
2910,-7131835.13395411,35698.1495982185,377484.008751802,-398.803000914308,-646.982539118491,-7397.65175696346,
